,0
6006,1
6007," Sertifikatlaşdırılmamış telekommunikasiya vasitələri və qurğularından ümumistifadəli telekommunikasiya şəbəkələrində istifadə edilməsinə görə -inzibati xətanın törədilməsində istifadə olunan telekommunikasiya vasitələri və qurğuları müsadirə edilməklə və ya edilməməklə fiziki şəxslər səksən manatdan yüz manatadək, vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək, hüquqi şəxslər üç min manatdan dörd min manatadək məbləğdə cərimə edilir"
6008,363
6009,2
6010," Radiomüşahidə və radionəzarət aparmaq üçün geniş tezlik diapazonlu radioqəbuledici qurğuların və müvafiq icra hakimiyyəti orqanının müəyyən etdiyi orqan (qurum) tərəfindən müəyyən edilən güc meyarı həddindən artıq olan radioötürücülərin xüsusi icazə olmadan əldə edilməsinə və idxalına görə -inzibati xətanın törədilməsində istifadə olunan radioqəbuledici qurğular və radioötürücülər müsadirə edilməklə fiziki şəxslər beş yüz manat məbləğdə, vəzifəli şəxslər doqquz yüz manat məbləğdə, hüquqi şəxslər min beş yüz manat məbləğdə cərimə edilir"
6011,363
6012,3
6013, Bu Məcəllənin 363
6014,"2-ci maddəsində nəzərdə tutulmuş xətanın inzibati tənbeh almış şəxs tərəfindən inzibati tənbeh vermə haqqında qərar qüvvəyə mindiyi gündən bir il ərzində təkrar törədilməsinə görə -inzibati xətanın törədilməsində istifadə olunan radioqəbuledici qurğular və radioötürücülər müsadirə edilməklə fiziki şəxslər min manat məbləğdə, vəzifəli şəxslər min beş yüz manat məbləğdə, hüquqi şəxslər iki min beş yüz manat məbləğdə cərimə edilir"
6015, Maddə 363-1
6016, Telekommunikasiya şəbəkəsinə qoşulmaqla qanunsuz beynəlxalq telekommunikasiya xidmətlərinin təşkili 363-1
6017,1
6018," Telekommunikasiya operatorunun və ya provayderinin telekommunikasiya şəbəkəsinə müvafiq qurğu vasitəsilə qoşulmaqla qanunsuz beynəlxalq telekommunikasiya xidmətlərinin təşkil edilməsinə görə -inzibati xətanın törədilməsində istifadə olunan avadanlıqlar və vasitələr müsadirə edilməklə fiziki şəxslər iki min beş yüz manatdan üç min manatadək məbləğdə, vəzifəli şəxslər dörd min manatdan beş min manatadək məbləğdə, hüquqi şəxslər altı min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
6019,363-1
6020,2
6021, Bu Məcəllənin 363-1
6022,"1-ci maddəsində nəzərdə tutulmuş xətanın inzibati tənbeh almış şəxs tərəfindən inzibati tənbeh vermə haqqında qərar qüvvəyə mindiyi gündən bir il ərzində təkrar törədilməsinə görə -inzibati xətanın törədilməsində istifadə olunan avadanlıqlar və vasitələr müsadirə edilməklə fiziki şəxslər üç min beş yüz manatdan dörd min manatadək məbləğdə, vəzifəli şəxslər altı min manatdan yeddi min manatadək məbləğdə, hüquqi şəxslər səkkiz min manatdan on min manatadək məbləğdə cərimə edilir"
6023,Qeyd:1
6024, Bu Məcəllənin 363-1-ci maddəsi həmin maddədə göstərilən əməllər Azərbaycan Respublikasının Cinayət Məcəlləsinin müvafiq maddələrinə əsasən cinayət məsuliyyətinə səbəb olmadıqda tətbiq edilir
6025,2
6026," Bu Məcəllənin 363-1 və 363-2-ci maddələrində “müvafiq qurğu” dedikdə, mobil nömrə sim-kartları quraşdırılan və internet vasitəsilə qəbul edilən beynəlxalq telefon trafikinin ümumistifadəli telekommunikasiya şəbəkəsinə dolayı yolla istiqamətləndirilməsini təmin edən qurğu başa düşülür"
6027, Maddə 363-2
6028," Qanunsuz beynəlxalq telekommunikasiya xidmətlərinin qarşısının alınması üçün tədbirlərin görülməməsi[309][309] Telekommunikasiya şəbəkəsinə müvafiq qurğu vasitəsilə qoşulmaqla təşkil edilən qanunsuz beynəlxalq telekommunikasiya xidmətlərinin texniki vasitələrdən, avadanlıqlardan və ya proqram təminatından istifadə etməklə qarşısının alınması üçün telekommunikasiya operatoru və ya provayderi tərəfindən tədbirlərin görülməməsinə görə -vəzifəli şəxslər iki min manatdan üç min manatadək məbləğdə, hüquqi şəxslər səkkiz min manatdan on min manatadək məbləğdə cərimə edilir"
6029, Maddə 364
6030," Telekommunikasiya şəbəkələrinin və qurğularının layihələşdirilməsi, tikintisi, təmiri, yenidən qurulması, quraşdırılması və ya yerdəyişməsi qaydalarının və normalarının pozulması Telekommunikasiya şəbəkələrinin və qurğularının layihələşdirilməsinin, tikintisinin, təmirinin, yenidən qurulmasının, quraşdırılmasının və ya yerdəyişməsinin müvafiq dövlət və sahə standartlarına, müəyyən edilmiş norma və qaydalara uyğun olaraq aparılmamasına görə-fiziki şəxslər iki yüz manatdan üç yüz manatadək məbləğdə, vəzifəli şəxslər min beş yüz manatdan iki min manatadək məbləğdə, hüquqi şəxslər beş min manatdan yeddi min manatadək məbləğdə cərimə edilir"
6031,  Maddə 365
6032," Dövlət əhəmiyyətli elektrik rabitə xətlərində baş vermiş qəzaların aradan qaldırılmasına maneçilik törədilməsi Dövlət əhəmiyyətli elektrik rabitə xətlərində baş vermiş qəzanın aradan qaldırılmasına qəzanın baş verdiyi yerin mülkiyyətçisi və ya istifadəçisi tərəfindən maneçilik törədilməsinə görə-fiziki şəxslər üç yüz manat məbləğində, vəzifəli şəxslər min manat məbləğində cərimə edilir"
6033,  Maddə 366
6034," Telekommunikasiya şəbəkələri, vasitələri və qurğularının mühafizə zonalarında müvafiq icazə olmadan işlərin aparılması Telekommunikasiya şəbəkələri, vasitələri və qurğularının mühafizə zonalarında müvafiq icazə olmadan tikinti işlərinin və ya digər işlərin aparılmasına görə-fiziki şəxslər üç yüz manatdan dörd yüz manatadək məbləğdə, vəzifəli şəxslər min beş yüz manatdan iki min manatadək məbləğdə, hüquqi şəxslər beş min manatdan yeddi min manatadək məbləğdə cərimə edilir"
6035,  Maddə 367
6036, Ümumi istifadəli avtomat telefonların zədələnməsi Ümumi istifadəli avtomat telefonların zədələnməsinə görə-iki yüz manatdan üç yüz manatadək məbləğdə cərimə edilir
6037,  Maddə 368
6038," Abunəçinin identifikasiya modulunun və ya mobil telefon aparatının başqa şəxslərə kirayəyə verilməsi[310][310] Mütəmadi gəlir (mənfəət) əldə etmək məqsədilə abunəçinin identifikasiya modulunun (sim kartlar və ya digər kartlar) və ya mobil telefon aparatının başqa şəxslərə kirayəyə verilməsinə görə -[311][311]fiziki şəxslər üç yüz manatdan beş yüz manatadək, vəzifəli şəxslər min manatdan iki min manatadək, hüquqi şəxslər üç min manatdan beş min manatadək məbləğdə cərimə edilir"
6039,  Maddə 368-1
6040, Mobil cihazın İMEİ nömrəsinin dəyişdirilməsi və ya surətinin köçürülməsi[312][312] 368-1
6041,1
6042," Mobil cihazın qeydiyyatının aparılmasından yayınmaq məqsədilə mobil cihazın İMEİ nömrəsinin dəyişdirilməsinə və ya surətinin köçürülməsinə görə -fiziki şəxslər üç yüz manatdan dörd yüz manatadək, vəzifəli şəxslər min manatdan min beş yüz manatadək, hüquqi şəxslər üç min manatdan dörd min manatadək məbləğdə cərimə edilir"
6043,368-1
6044,2
6045, Bu Məcəllənin 368-1
6046,"1-ci maddəsində nəzərdə tutulmuş xətanın inzibati tənbeh almış şəxs tərəfindən inzibati tənbeh vermə haqqında qərar qüvvəyə mindiyi gündən bir il ərzində təkrar törədilməsinə görə -fiziki şəxslər altı yüz manatdan səkkiz yüz manatadək, vəzifəli şəxslər iki min manatdan iki min beş yüz manatadək, hüquqi şəxslər doqquz min manatdan on iki min manatadək məbləğdə cərimə edilir"
6047, Maddə 369
6048, İMEİ nömrələri mobil cihazların qeydiyyat sisteminin qara səhifəsində olan mobil cihazlara xidmət göstərilməsi 369
6049,1
6050," Mobil operator tərəfindən İMEİ nömrələri mobil cihazların qeydiyyat sisteminin qara səhifəsində olan mobil cihazlara (İMEİ nömrələri uyğunlaşdırılmış ağ səhifədə olan mobil cihazlar istisna olmaqla) telekommunikasiya xidmətlərinin göstərilməsinə görə-vəzifəli şəxslər min manatdan iki min manatadək məbləğdə, hüquqi şəxslər səkkiz min manatdan on min manatadək məbləğdə cərimə edilir"
6051,369
6052,2
6053, Bu Məcəllənin 369
6054,"1-ci maddəsində nəzərdə tutulmuş xətanın inzibati tənbeh almış şəxs tərəfindən inzibati tənbeh vermə haqqında qərar qüvvəyə mindiyi gündən bir il ərzində təkrar törədilməsinə görə-vəzifəli şəxslər üç min manatdan dörd min manatadək məbləğdə, hüquqi şəxslər on altı min manatdan iyirmi min manatadək məbləğdə cərimə edilir"
6055,  Maddə 370
6056," Telekommunikasiya şəbəkələrinin mobil cihazların qeydiyyat sisteminə qoşulmasının və (və ya) uyğunlaşdırılmasının (uzlaşdırılmasının) təmin edilməməsi Mobil operator tərəfindən telekommunikasiya şəbəkəsinin mobil cihazların qeydiyyat sisteminə qoşulmasının və (və ya) uyğunlaşdırılmasının (uzlaşdırılmasının) təmin edilməməsinə görə -vəzifəli şəxslər dörd min manatdan beş min manatadək məbləğdə, hüquqi şəxslər iyirmi min manatdan iyirmi beş min manatadək məbləğdə cərimə edilir"
6057,  Maddə 370-1
6058, İnternet telekommunikasiya xidməti göstərən operatorlar və provayderlər tərəfindən uçota durma qaydalarının pozulması[313][313] 370-1
6059,0
6060," İnternet telekommunikasiya xidməti göstərən operatorlar və provayderlər tərəfindən uçota durma qaydalarının pozulmasına, yəni:370-1"
6061,0
6062,1
6063, xidmət göstərməyə başladıqları vaxtdan 15 gün müddətində müvafiq icra hakimiyyəti orqanında uçota durmamasına;370-1
6064,0
6065,2
6066, uçota alınma üçün zəruri olan sənədlərdəki çatışmazlıqları aradan qaldıraraq 15 gün müddətində uçota alınma üçün yenidən müraciət edilməməsinə;370-1
6067,0
6068,3
6069," uçot məlumatlarında dəyişiklik baş verdiyi gündən 10 gün müddətində həmin dəyişiklik barədə müvafiq icra hakimiyyəti orqanına məlumat verilməməsinə görə -vəzifəli şəxslər min manat məbləğində, hüquqi şəxslər min beş yüz manat məbləğində cərimə edilir"
6070, Maddə 370-2
6071, Telekommunikasiya operatoru və provayderi tərəfindən sorğuların müəyyən edilmiş müddətdə cavablandırılmaması[314][314] 370-2
6072,1
6073," Telekommunikasiya operatoru və provayderi tərəfindən müvafiq icra hakimiyyəti orqanının, habelə məhkəmələrin və ya hüquq mühafizə orqanlarının sorğularına “Telekommunikasiya haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş müddətlərdə cavab verilməməsinə və tələb olunan məlumatların təqdim edilməməsinə görə —vəzifəli şəxslər üç yüz manatdan beş yüz manatadək məbləğdə, hüquqi şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir"
6074,370-2
6075,2
6076, Bu Məcəllənin 370-2
6077,"1-ci maddəsində nəzərdə tutulmuş xətanın inzibati tənbeh almış şəxs tərəfindən inzibati tənbeh vermə haqqında qərar qüvvəyə mindiyi gündən bir il ərzində təkrar törədilməsinə görə —vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək məbləğdə, hüquqi şəxslər min beş yüz manatdan iki min beş yüz manatadək məbləğdə cərimə edilir"
6078," FƏSİL 32 İnformasiyadan istifadə edilməsi, onun yayılması və mühafizəsi qaydaları əleyhinə olan inzibati xətalar Maddə 371"
6079," İnformasiya ehtiyatlarından istifadə qaydalarının pozulması İnformasiya ehtiyatlarından istifadə qaydalarının pozulmasına görə-fiziki şəxslər əlli manatdan səksən manatadək məbləğdə, vəzifəli şəxslər üç yüz manatdan beş yüz manatadək məbləğdə, hüquqi şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir"
6080,  Maddə 371-1
6081, Kritik informasiya infrastrukturunun təhlükəsizliyinin təmin edilməsi qaydasının pozulması[315][315] 371-1
6082,1
6083," Kritik informasiya infrastrukturu obyektinin təhlükəsizliyi üzrə ümumi və xüsusi tələblərin infrastrukturun sahibi, onun vəzifəli şəxsi və ya ona kibertəhlükəsizlik xidməti göstərən provayder (təchizatçı) tərəfindən pozulmasına görə –vəzifəli şəxslər beş yüz manatdan min manatadək məbləğdə, hüquqi şəxslər üç min manatdan dörd min manatadək məbləğdə cərimə edilir"
6084,371-1
6085,2
6086," Kritik informasiya infrastrukturunun informasiya təhlükəsizliyini idarəetmə sisteminin yaradılmasına və funksionallığının təmin olunmasına dair tələblərin pozulmasına görə –vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə, hüquqi şəxslər dörd min manatdan beş min manatadək məbləğdə cərimə edilir"
6087,371-1
6088,3
6089," Kritik informasiya infrastrukturu obyektinə yönəlmiş kibertəhdidlər, kiberhücumlar, kiberinsidentlər və bu əməllərin törədilməsinə cəhdlər barədə məlumatın müəyyən edilmiş qaydada kritik informasiya infrastrukturu subyekti tərəfindən aidiyyəti dövlət orqanına təqdim edilməməsinə görə –vəzifəli şəxslər üç yüz manatdan beş yüz manatadək məbləğdə, hüquqi şəxslər beş yüz manatdan min manatadək məbləğdə cərimə edilir"
6090,Qeyd: Şəxs bu Məcəllənin 371-1
6091,"2-ci maddəsində nəzərdə tutulmuş tələblərin pozulmasına görə inzibati məsuliyyətə cəlb olunduqda, 3 ay ərzində kritik informasiya infrastrukturunun informasiya təhlükəsizliyini idarəetmə sistemini yaratmalı və onun funksionallığını təmin etməlidir"
6092, Bu müddətdə şəxs həmin əməlin törədilməsinə görə təkrarən inzibati məsuliyyətə cəlb olunmur
6093, Maddə 372
6094, Ətraf mühitə dair informasiyanın verilməsinin qanunazidd məhdudlaşdırılması  Ətraf mühitə dair informasiyanın verilməsinin qanunazidd məhdudlaşdırılmasına görə-vəzifəli şəxslər üç yüz manatdan beş yüz manatadək məbləğdə cərimə edilir
6095,  Maddə 373
6096," Məxfiləşdirilmiş məlumatların məxfiliyinin açılması haqqında sorğuya mahiyyəti üzrə baxmaqdan boyun qaçırılması  Azərbaycan Respublikası vətəndaşlarının, müəssisələrinin, idarələrinin, təşkilatlarının və dövlət hakimiyyəti orqanlarının məxfiləşdirilmiş məlumatların məxfiliyinin açılması haqqında sorğularına mahiyyəti üzrə baxmaqdan boyun qaçırılmasına görə -üç yüz manatdan beş yüz manatadək məbləğdə cərimə edilir"
6097,  Maddə 374
6098, İnformasiya əldə etmək haqqında qanunvericiliyin pozulması 374
6099,1
6100," İnformasiya sahibi tərəfindən açıq informasiyanı əldə etmək hüququnun məhdudlaşdırılması və ya sorğuçuya bilərəkdən yanlış informasiya verilməsinə görə-fiziki şəxslər yüz manatdan yüz əlli manatadək məbləğdə, vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək məbləğdə, hüquqi şəxslər min beş yüz manatdan iki min beş yüz manatadək məbləğdə cərimə edilir"
6101, 374
6102,2
6103," İnformasiyanın əldə edilməsi haqqında yazılı sorğunun qəbul edilməsindən imtina olunmasına görə-fiziki şəxslər səksən manatdan yüz manatadək məbləğdə, vəzifəli şəxslər üç yüz manatdan beş yüz manatadək məbləğdə, hüquqi şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir"
6104, 374
6105,3
6106," İnformasiya sahibi tərəfindən malik olduğu sənədlərin “İnformasiya əldə etmək haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən olunmuş saxlanma, komplektləşdirilmə və mühafizə qaydalarının pozulmasına görə-fiziki şəxslər səksən manatdan yüz manatadək məbləğdə, vəzifəli şəxslər üç yüz manatdan beş yüz manatadək məbləğdə, hüquqi şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir"
6107, 374
6108,4
6109," Sorğuçu tərəfindən qulluq vəzifəsini yerinə yetirmək bəhanəsi ilə, yaxud qulluq mövqeyindən istifadə etməklə şəxsi məqsəd üçün informasiya əldə edilməsinə və ya qulluq vəzifəsini yerinə yetirərkən əldə etdiyi informasiyadan digər məqsədlər üçün istifadə edilməsinə görə-vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir"
6110, Maddə 375
6111, Fərdi məlumatlar haqqında qanunvericiliyin pozulması 375
6112,0
6113," Fərdi məlumatlar haqqında qanunvericiliyin pozulmasına, yəni:375"
6114,0
6115,1
6116," “Fərdi məlumatlar haqqında” Azərbaycan Respublikasının Qanunu ilə dövlət qeydiyyatı tələb olunan, lakin dövlət qeydiyyatından keçməyən informasiya sistemində fərdi məlumatların toplanılmasına və ya işlənilməsinə;375"
6117,0
6118,2
6119," fərdi məlumatların mülkiyyətçisi və ya operatoru tərəfindən fərdi məlumatların mühafizəsinin təmin olunmamasına, “Fərdi məlumatlar haqqında” Azərbaycan Respublikasının Qanunu ilə tələb olunduğu hallarda və müddətlərdə fərdi məlumatların məhv edilməməsinə, yaxud fərdi məlumatların toplanılmasının, işlənilməsinin və ya verilməsinin dayandırılmamasına görə-üç yüz manatdan beş yüz manatadək məbləğdə cərimə edilir"
6120,  Maddə 376
6121," İnzibati xəta haqqında iş üzrə icraat zamanı aparılmış foto və ya video çəkiliş, yaxud səsyazma materiallarının qanunsuz yayımlanması İnzibati xəta haqqında iş üzrə icraat zamanı foto və ya video çəkiliş, yaxud səsyazma aparılıbsa, barəsində inzibati icraat aparılan şəxsin və zərər çəkmiş şəxsin razılığı olmadan həmin foto və ya video çəkiliş, yaxud səsyazma materiallarının mediada yayımlanmasına görə -vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir"
6122, Maddə 377
6123," Gizli qaydada informasiya alınması üçün nəzərdə tutulmuş texniki vasitələri satış məqsədi olmadan qanunsuz əldə etmə Gizli qaydada informasiya alınması üçün nəzərdə tutulmuş texniki vasitələri satış məqsədi olmadan qanunsuz əldə etməyə görə -gizli qaydada informasiya alınması üçün nəzərdə tutulmuş texniki vasitələr müsadirə edilməklə, iki yüz manatdan dörd yüz manatadək məbləğdə cərimə edilir"
6124,  Maddə 378
6125," Dövlət sirri ilə işləməyə buraxılışı olmayan şəxsin dövlət sirrindən istifadə ilə bağlı vəzifəyə təyin edilməsi Dövlət sirri ilə işləməyə buraxılışı olmayan şəxsin dövlət sirrindən istifadə ilə bağlı vəzifəyə təyin edilməsinə görə -vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək məbləğdə, hüquqi şəxslər min beş yüz manatdan iki min manatadək məbləğdə cərimə edilir"
6126, Maddə 379
6127," Sertifikatlaşdırılmamış informasiya sistemindən, məlumat bazasından (bankından), yaxud bu məlumatların mühafizə vasitələrindən istifadə edilməsi Qanunvericiliklə sertifikatlaşdırılması tələb olunan, lakin sertifikatlaşdırılmamış informasiya sistemindən, məlumat bazasından (bankından), yaxud bu məlumatların mühafizə vasitələrindən istifadə edilməsinə görə -vəzifəli şəxslər səkkiz yüz manatdan min manatadək məbləğdə, hüquqi şəxslər üç min manatdan dörd min manatadək məbləğdə cərimə edilir"
6128,  Maddə 380
6129, Elektron imza və elektron sənəd haqqında qanunvericiliyin pozulması  380
6130,1
6131," Sertifikatlaşdırılmamış elektron imza və elektron sənəd dövriyyəsi vasitələrindən istifadə edilməsinə görə-fiziki şəxslər əlli manatdan səksən manatadək, vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək, hüquqi şəxslər üç min manatdan dörd min manatadək məbləğdə cərimə edilir"
6132, 380
6133,2
6134," İnformasiya sisteminin mülkiyyətçisi tərəfindən bu sistemin fəaliyyətinin təhlükəsizliyinin təmin edilməməsinə, informasiya sisteminin müəyyən edilmiş qaydada ekspertizadan keçirilməməsinə görə-fiziki şəxslər iki yüz manatdan üç yüz manatadək, vəzifəli şəxslər yeddi yüz manatdan min manatadək, hüquqi şəxslər beş min manatdan yeddi min manatadək məbləğdə cərimə edilir"
6135, 380
6136,3
6137," Sertifikat xidmətləri mərkəzi tərəfindən imza yaratma məlumatlarının və imza sahibi barəsində məlumatların mühafizəsinin, sertifikatdakı məlumatların tamlığının və düzgünlüyünün, sertifikat xidmətlərinin keyfiyyətinin və dəqiqliyinin təmin edilməməsinə, sertifikatın qüvvəsinin qanunsuz dayandırılması və ya ləğv edilməsinə, sertifikatın istifadəsinə təsir edə bilməsi məlum olmuş məlumatların imza sahibinə vaxtında çatdırılmamasına görə-vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək, hüquqi şəxslər üç min manatdan dörd min manatadək məbləğdə cərimə edilir"
6138, 380
6139,4
6140," Elektron sənədlərin saxlanmasında, ötürülməsində, qəbulunda vasitəçinin informasiya sistemindən etibarlı istifadəni təmin edən texnika və texnologiyalara, bilikli, təcrübəli və səriştəli işçi heyətə, xidmət göstərilmiş elektron sənədlərin vaxtını və mənbəyini təyin etməyə imkan verən şəraitə, həmin elektron sənədlərin vaxtı və mənbəyi haqqında informasiyanın saxlanması üçün etibarlı sistemə malik olmamasına görə-fiziki şəxslər yüz manatdan yüz əlli manatadək, vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək, hüquqi şəxslər iki min manatdan üç min manatadək məbləğdə cərimə edilir"
6141,  Maddə 381
6142, Media haqqında qanunvericiliyin pozulması 381
6143,1
6144," Media məhsullarının qanunla müəyyən edilmiş qaydada yayılmasına mane olmağa görə ‒fiziki şəxslər iki yüz manatdan üç yüz manatadək məbləğdə, vəzifəli şəxslər üç yüz manatdan beş yüz manatadək məbləğdə cərimə edilir"
6145,381
6146,2
6147, Jurnalistlərin peşəkar fəaliyyətinə qanunsuz müdaxilə edilməsinə görə ‒üç yüz manatdan altı yüz manatadək məbləğdə cərimə edilir
6148,381
6149,3
6150," Qanunla müəyyənləşdirilmiş hallardan başqa, media subyektləri və jurnalistlərin informasiya almaq hüququnun məhdudlaşdırılmasına və ya onlara informasiya verilməsindən imtina edilməsinə, yaxud qanunla müəyyən edilmiş müddətdə onların sorğusuna cavab verilməməsinə görə –üç yüz manatdan beş yüz manatadək məbləğdə cərimə edilir"
6151,381
6152,4
6153," Media subyektləri tərəfindən təkzib, cavab və düzəliş verilməsinin “Media haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş qaydalarının pozulmasına görə ‒vəzifəli şəxslər üç yüz manatdan altı yüz manatadək məbləğdə, hüquqi şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir"
6154,381
6155,5
6156," Audiovizual media subyektləri tərəfindən yayımlanmış materialların saxlanılmasının “Media haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş qaydalarının pozulmasına görə –vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək məbləğdə, hüquqi şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir"
6157,381
6158,6
6159," Audiovizual media, çap mediası və onlayn media subyektləri tərəfindən reklam və sponsorluqla bağlı “Media haqqında” və “Reklam haqqında” Azərbaycan Respublikası qanunlarının tələblərinə riayət edilməməsinə görə –vəzifəli şəxslər iki min beş yüz manatdan üç min beş yüz manatadək məbləğdə, hüquqi şəxslər səkkiz min manatdan on min manatadək məbləğdə cərimə edilir"
6160,381
6161,7
6162," Proqrama müstəsna yayım hüququ əldə etmiş audiovizual yayımçıdan başqa, digər audiovizual yayımçıların həmin proqramı yayımlamasına görə –vəzifəli şəxslər min beş yüz manatdan iki min manatadək məbləğdə, hüquqi şəxslər üç min manatdan beş min manatadək məbləğdə cərimə edilir"
6163,381
6164,8
6165," Yayımın müvəqqəti dayandırılması barədə məlumatın yayımın dayandırıldığı müddət ərzində audiovizual yayımçının televiziya və (və ya) radio kanalında yayımlanmamasına, yaxud yayımın dayandırılmasına və ya digər məsuliyyət tədbirinin tətbiqinə səbəb olmuş audiovizual proqramın audiovizual yayımçının veb-saytından və həmin proqramın yayımlandığı videopaylaşım platformalarından çıxarılmamasına görə –vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə, hüquqi şəxslər iki min manatdan dörd min manatadək məbləğdə cərimə edilir"
6166,381
6167,9
6168," Audiovizual media subyektlərinin redaksiyasının loqotipinin (embleminin) Azərbaycan Respublikası Audiovizual Şurasının razılığı olmadan dəyişdirilməsinə görə –vəzifəli şəxslər dörd yüz manatdan altı yüz manatadək məbləğdə, hüquqi şəxslər səkkiz yüz manatdan min manatadək məbləğdə cərimə edilir"
6169,381
6170,10
6171," Dövlət büdcəsindən maliyyələşən audiovizual yayımçılar (sifarişli yayım xidməti istisna olmaqla) tərəfindən auditoriya həcminin reytinq ölçən təşkilat vasitəsilə müəyyənləşdirilməsinin təmin edilməməsinə görə –vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə, hüquqi şəxslər iki min manatdan dörd min manatadək məbləğdə cərimə edilir"
6172,381
6173,11
6174," Audiovizual media sahəsində lisenziyanın qayda və şərtlərinin pozulmasına görə –vəzifəli şəxslər min beş yüz manatdan iki min beş yüz manatadək məbləğdə, hüquqi şəxslər beş min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
6175,381
6176,12
6177," Media subyektləri tərəfindən sağlamlığın və ətraf mühitin qorunmasına zidd olan hərəkətlərin təbliğ olunmasına görə –vəzifəli şəxslər səkkiz yüz manatdan min manatadək məbləğdə, hüquqi şəxslər iki min manatdan üç min manatadək məbləğdə cərimə edilir"
6178,381
6179,13
6180," Qanuni qüvvəyə minmiş məhkəmə qərarı olmadan şəxsin təqsirli olması barədə məlumatların dərc edilməsinə (yayımlanmasına) görə –vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə, hüquqi şəxslər iki min beş yüz manatdan üç min beş yüz manatadək məbləğdə cərimə edilir"
6181,381
6182,14
6183," Platforma və ya multipleks operatorunun fəaliyyətinin Azərbaycan Respublikasının Audiovizual Şurası tərəfindən monitorinqinin həyata keçirilməsi məqsədilə həmin operator tərəfindən Şuranın ödənişsiz istifadə hüququnun təmin edilməməsinə görə –vəzifəli şəxslər iki min manatdan iki min beş yüz manatadək məbləğdə, hüquqi şəxslər beş min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
6184,[316][316]  Maddə 382
6185, Jurnalistlərin hüquqlarının pozulması 382
6186,1
6187, Qanunla müəyyən edilmiş müddətdə jurnalist sorğusuna cavab verməməyə görə-iki yüz manatdan üç yüz manatadək məbləğdə cərimə edilir
6188, 382
6189,2
6190," Qanunla qorunan informasiyalar istisna olmaqla, jurnalistə informasiyanın verilməsi üzərinə məhdudiyyətlər qoymağa və ya informasiya verilməsindən imtina etməyə görə-üç yüz manatdan beş yüz manatadək məbləğdə cərimə edilir"
6191,  Maddə 383
6192, Teleradio verilişlərindən (proqramlarından) istifadə qaydalarını pozma 383
6193,1
6194," Teleradio proqramlarının təmiz qəbul edilməsinə süni maneələr yaradılmasına görə-vəzifəli şəxslər üç yüz manatdan beş yüz manatadək, hüquqi şəxslər iki min manatdan üç min manatadək məbləğdə cərimə edilir"
6195, 383
6196,2
6197," Teleradio təşkilatlarının razılığı olmadan onların verilişlərindən (proqramlarından) istifadə edilməsinə və ya mülkiyyətçinin razılığı olmadan proqramların (verilişlərin) yayımlanmasına, köçürülməsinə (tirajının çoxaldılmasına), satılmasına və ya kütləvi nümayişinə görə-vəzifəli şəxslər beş yüz manatdan altı yüz manatadək, hüquqi şəxslər üç min manatdan dörd min manatadək məbləğdə cərimə edilir"
6198,  Maddə 384
6199, Televiziya və radio yayımı haqqında qanunvericiliyin pozulması  384
6200,0
6201," Teleradio yayımçıları tərəfindən televiziya və radio yayımı haqqında qanunvericiliyin pozulmasına görə, yəni:384"
6202,0
6203,1
6204," yetkinlik yaşına çatmayanların fiziki, əqli və mənəvi inkişafına ziyan vura bilən və kodsuz yayımlanan, o cümlədən erotikanı və qəddarlığı əks etdirən proqramlar üçün müəyyən edilmiş xüsusi qaydaların pozulmasına;[317][317]384"
6205,0
6206,2
6207, nəzarət fonoqramlarının surətinin müvafiq dövlət orqanı tərəfindən müəyyənləşdirilmiş qaydada və müddətdə təqdim edilməməsinə;384
6208,0
6209,3
